id,value
id_0,6.575040541815145
id_1,18.194192240229942
id_2,24.06438673175312
id_3,7.719804410588413
id_4,27.06517062201855
id_5,22.205802611136676
id_6,23.8057894147754
id_7,30.549410330903168
id_8,16.813744025111724
id_9,59.65252785648725
id_10,11.703648395439883
id_11,9.282718624029611
id_12,63.23464394879274
id_13,53.25518600719739
id_14,22.158891528277397
id_15,12.226629744510285
id_16,32.41412632145374
id_17,66.73441926712695
id_18,-0.5026482379894519
id_19,17.111416421038758
id_20,41.820964367896416
id_21,72.16689368136593
id_22,9.253684734055737
id_23,17.893751991244834
id_24,14.721885443401359
id_25,37.91840279479519
id_26,14.669398891751573
id_27,67.35995806719032
id_28,7.228942054910294
id_29,55.46144826546998
id_30,24.50125224675109
id_31,8.528046759093215
id_32,2.5359967677034265
id_33,18.651670779956483
id_34,27.680508231566737
id_35,37.24770926097396
id_36,43.24300941359007
id_37,29.768405765766367
id_38,42.13135686558323
id_39,35.24589580293558
id_40,7.641221434220785
id_41,41.17581933069601
id_42,30.543891398700865
id_43,50.98919922585867
id_44,17.492794194534103
id_45,35.438289466339334
id_46,24.61647404897455
id_47,9.653094078688616
id_48,26.75159474280067
id_49,32.28807252950994
id_50,20.176123110841925
id_51,7.912037294481026
id_52,20.53992310458589
id_53,52.66646187292811
id_54,15.940680165613966
id_55,36.390180580287634
id_56,32.92123263525817
id_57,20.748984597170292
id_58,57.380517638452176
id_59,22.784256654599034
id_60,14.342704669564078
id_61,41.79354215340433
id_62,12.662827830537568
id_63,48.45661490641716
id_64,14.187137609958778
id_65,15.099518272460282
id_66,14.469815559032774
id_67,-1.0002568021724096
id_68,43.80745725846499
id_69,29.073977611993595
id_70,20.263837052804174
id_71,41.74343729256873
id_72,60.681360204774705
id_73,5.53134950758198
id_74,16.492612102977414
id_75,3.4357357913545297
id_76,40.351058918189054
id_77,14.053109485895853
id_78,21.603498680589816
id_79,20.999707251192767
id_80,23.905491261042297
id_81,36.08151257824258
id_82,21.856915626029355
id_83,92.55629152064321
id_84,37.29040309618839
id_85,27.894004556143063
id_86,22.005764175000532
id_87,33.635025909723694
id_88,23.269417032564213
id_89,19.786411827147646
id_90,28.88998489454672
id_91,41.5321120251902
id_92,4.768609851284962
id_93,38.719948875728136
id_94,45.83572092604345
id_95,16.50904843665533
id_96,31.565585736644007
id_97,12.98766173278172
id_98,23.351318928786036
id_99,4.541306801811781
id_100,18.151016363873733
id_101,26.385803091075246
id_102,14.07575303973319
id_103,15.87115749562582
id_104,23.92202513495808
id_105,39.750446743399415
id_106,31.515715851917303
id_107,6.3120488864088795
id_108,6.0816902799488055
id_109,78.55112293352097
id_110,48.0143602098602
id_111,17.060436343879992
id_112,27.719711694606875
id_113,15.230268821071938
id_114,13.740421600182993
id_115,24.90756611757692
id_116,26.570209107619977
id_117,10.516118087711193
id_118,18.12916190350529
id_119,19.524896809165508
id_120,80.54575369616637
id_121,25.48838936867881
id_122,37.27154823278299
id_123,25.320481865207228
id_124,7.418145129376195
id_125,38.652403142957205
id_126,9.240514575196661
id_127,21.946573967335393
id_128,29.126961579777507
id_129,62.841493813457234
id_130,21.888452068105423
id_131,23.31116183800183
id_132,59.08367206228236
id_133,15.266509346142195
id_134,14.146806455146006
id_135,2.6933143750021262
id_136,12.511328791236924
id_137,58.69098206973082
id_138,20.341233847726492
id_139,5.360877383187086
id_140,29.026944525043504
id_141,25.341293404542036
id_142,45.26689420462171
id_143,30.723940356999876
id_144,18.335965265063855
id_145,26.037523325251176
id_146,12.012252107731587
id_147,51.9050313993256
id_148,23.485891163523984
id_149,38.46210911067112
id_150,10.202875712519749
id_151,8.143527948929401
id_152,23.427829653971205
id_153,6.3910023647842085
id_154,14.985423061336775
id_155,41.054835360772664
id_156,7.777681954108527
id_157,36.21560623121172
id_158,11.074081999155492
id_159,18.879299644863003
id_160,41.56660640569249
id_161,19.344105981827514
id_162,13.253076950460327
id_163,7.950509587146209
id_164,52.63700363444111
id_165,31.216476027807232
id_166,-0.39212780710049877
id_167,16.290344846412754
id_168,63.66117801380792
id_169,14.098288135579526
id_170,63.67866295733806
id_171,39.08526759644404
id_172,26.98395120331987
id_173,20.346009563020065
id_174,61.164994817817636
id_175,25.028509045550585
id_176,20.992525882872943
id_177,37.52407995656665
id_178,12.489952817675153
id_179,31.20312529932918
id_180,16.769035372973462
id_181,11.750677200805665
id_182,55.74916632550112
id_183,46.41406730921548
id_184,15.65735753981004
id_185,35.22949276873788
id_186,26.243499472127958
id_187,69.05634514429504
id_188,10.008099664062414
id_189,57.899325676417966
id_190,38.282327384680144
id_191,15.489466217699832
id_192,29.12015755628834
id_193,0.19923413160648407
id_194,19.137462213759786
id_195,0.8963017394861126
id_196,33.76838753098205
id_197,10.464368020698991
id_198,18.917515646010898
id_199,60.147597542637016
id_200,25.014259953142993
id_201,25.5988146457714
id_202,64.54446655025899
id_203,10.48706743535644
id_204,9.197613557981862
id_205,11.27242554647851
id_206,7.277959902215281
id_207,1.6842053978143035
id_208,124.08360250986925
id_209,20.704563633445396
id_210,16.28254012518236
id_211,13.872438384169254
id_212,36.334571566539665
id_213,35.94163665129928
id_214,18.918650326809892
id_215,34.9116025327778
id_216,78.6313544721004
id_217,0.5065536131646254
id_218,12.930749919830216
id_219,31.787776556095324
id_220,14.94130738738233
id_221,12.745536919526742
id_222,113.30842376914666
id_223,12.960569865160142
id_224,16.410606995627163
id_225,64.14050148875802
id_226,16.041832305688665
id_227,19.61509135923929
id_228,10.1507218591201
id_229,3.689339934327127
id_230,46.32436823891118
id_231,12.668138552374344
id_232,53.9016663610803
id_233,42.51588379695349
id_234,25.38407612620389
id_235,40.94357027565576
id_236,69.03981840717623
id_237,42.1730931689932
id_238,11.128098813059346
id_239,18.268414297083453
